platform,day_of_week,publish_hour,post_format,content_category,caption_length,hashtag_count,caption_sentiment,has_call_to_action,follower_count,account_age_months,historical_avg_engagement,recent_engagement_trend,paid_promotion,engagement_score
Facebook,Friday,1,Carousel,Entertainment,275,4,0.191,No,51787,66,22.79,0.148,0,56.236
X,Wednesday,23,Short Video,Lifestyle,106,5,-0.224,Yes,24621,81,26.749,-0.091,0,48.674
TikTok,Saturday,10,Carousel,Community,42,3,-0.04,Yes,24131,111,31.165,-0.044,0,54.033
Instagram,Friday,17,Short Video,Lifestyle,284,10,0.41,No,3726,39,17.742,0.313,0,42.04
X,Saturday,4,Long Video,Lifestyle,262,7,0.698,No,454,27,10.718,0.464,0,51.559
LinkedIn,Friday,1,Long Video,Education,66,2,0.494,Yes,2535,5,28.764,-0.459,0,22.78
Instagram,Thursday,11,Short Video,Lifestyle,57,5,-0.194,No,6760,26,44.415,0.189,0,57.861
Instagram,Sunday,0,Carousel,Education,363,6,0.719,No,1825,50,40.634,-0.094,0,47.944
X,Sunday,6,Carousel,Behind the Scenes,175,3,1.0,No,12430,11,24.714,0.38,0,58.809
TikTok,Saturday,20,Short Video,Education,77,2,-0.095,Yes,7455,142,27.958,0.134,0,75.203
LinkedIn,Friday,11,Text,Education,122,5,0.304,No,7092,114,8.97,-0.16,0,40.836
Instagram,Monday,7,Image,Lifestyle,65,5,1.0,No,7023,78,7.799,0.23,0,45.601
Instagram,Sunday,1,Carousel,Lifestyle,154,4,0.41,No,6443,36,12.518,-0.459,0,42.132
LinkedIn,Tuesday,5,Short Video,Education,450,4,-0.301,Yes,24338,126,7.42,0.331,0,28.919
X,Monday,21,Carousel,Product,338,3,0.153,Yes,23510,116,14.859,-0.265,0,43.9
TikTok,Thursday,13,Image,Product,113,8,0.232,No,4656,13,24.147,-0.284,1,34.975
Instagram,Monday,10,Image,Product,152,3,0.327,No,42074,41,16.574,-0.402,0,14.741
Instagram,Monday,16,Short Video,Education,143,3,0.075,Yes,6563,136,16.453,-0.468,1,34.566
Instagram,Thursday,22,Carousel,Education,176,6,-0.108,No,148335,89,41.609,-0.162,0,61.211
X,Wednesday,13,Short Video,Product,98,5,-0.446,No,48175,1,27.468,0.194,0,68.568
TikTok,Monday,6,Long Video,Behind the Scenes,64,5,-0.034,No,49874,15,21.459,0.22,0,53.911
X,Sunday,17,Carousel,Product,167,7,0.672,Yes,8633,70,22.228,0.389,1,63.395
X,Tuesday,3,Short Video,Community,74,5,0.108,No,11301,59,27.867,0.251,0,49.713
TikTok,Tuesday,11,Carousel,Entertainment,311,3,0.166,Yes,2617,9,27.05,0.131,0,47.625
Instagram,Saturday,5,Text,Education,68,7,0.356,Yes,4603,134,6.08,0.097,0,30.647
X,Friday,21,Text,Lifestyle,79,5,-0.245,Yes,1203,109,25.964,-0.351,0,43.927
Instagram,Wednesday,18,Short Video,Education,219,2,0.303,No,8720,80,8.27,-0.033,0,43.069
X,Tuesday,16,Carousel,Lifestyle,196,9,0.85,Yes,33124,122,7.196,0.132,0,42.695
TikTok,Sunday,16,Text,Entertainment,50,7,0.593,No,9627,56,23.569,-0.106,0,36.614
TikTok,Monday,11,Carousel,Education,192,5,0.061,No,6387,39,9.621,-0.056,0,56.072
TikTok,Friday,3,Short Video,Behind the Scenes,436,1,-0.705,Yes,27120,41,11.01,-0.009,0,29.774
TikTok,Monday,18,Text,Lifestyle,192,5,0.144,Yes,8647,84,16.038,-0.13,0,68.771
Facebook,Monday,14,Short Video,Product,112,9,0.302,No,10384,132,27.489,0.017,0,50.191
Facebook,Monday,0,Carousel,Product,137,8,0.614,No,1012,47,33.194,-0.057,1,56.664
Instagram,Thursday,23,Image,Behind the Scenes,52,7,0.292,Yes,78184,92,28.849,-0.086,0,64.952
Facebook,Wednesday,23,Long Video,Community,106,2,0.228,No,13472,52,20.255,-0.102,0,29.768
TikTok,Friday,22,Image,Entertainment,163,8,-0.098,No,28228,8,17.507,0.181,0,54.709
X,Sunday,7,Image,Behind the Scenes,139,6,0.143,No,15978,35,17.047,-0.178,0,40.757
X,Monday,3,Image,Community,77,7,0.741,No,7730,139,25.258,-0.3,0,54.276
Facebook,Friday,2,Short Video,Community,258,5,0.285,Yes,34450,20,28.173,0.013,0,49.157
X,Sunday,18,Text,Education,66,2,0.272,Yes,10950,138,11.378,-0.321,0,45.503
TikTok,Monday,8,Image,Product,238,5,0.493,Yes,1258,99,14.534,0.048,0,39.726
Instagram,Wednesday,19,Short Video,Behind the Scenes,327,4,0.112,Yes,18624,112,11.614,0.42,0,60.541
Instagram,Monday,17,Short Video,Entertainment,26,4,-0.262,Yes,20644,73,14.762,-0.309,0,41.707
LinkedIn,Monday,19,Short Video,Behind the Scenes,123,5,-0.667,Yes,9471,63,27.055,0.241,0,63.339
TikTok,Sunday,3,Short Video,Lifestyle,112,6,0.41,No,1276,1,25.148,-0.205,0,66.113
X,Tuesday,17,Short Video,Product,97,5,0.664,No,1282,10,11.72,0.394,0,54.97
TikTok,Tuesday,7,Text,Behind the Scenes,54,5,0.252,Yes,9538,66,14.543,0.106,0,45.433
Instagram,Sunday,4,Image,Entertainment,121,6,0.615,No,1305,56,13.841,0.461,0,48.69
Facebook,Tuesday,6,Image,Behind the Scenes,30,4,0.621,No,5058,32,13.688,-0.8,0,21.024
Facebook,Tuesday,15,Text,Community,73,4,-0.063,Yes,86559,79,5.908,0.225,0,40.185
TikTok,Saturday,0,Image,Community,118,4,-0.224,No,57320,83,16.666,0.198,0,36.916
LinkedIn,Saturday,3,Text,Education,123,5,0.687,Yes,904,84,31.159,-0.478,0,35.153
Facebook,Thursday,3,Short Video,Education,98,5,0.291,Yes,754,97,21.42,-0.233,1,52.557
TikTok,Saturday,21,Carousel,Entertainment,154,6,0.043,Yes,8277,120,17.401,0.272,0,63.386
LinkedIn,Tuesday,11,Carousel,Education,173,3,0.086,Yes,10433,8,11.873,-0.346,0,26.024
TikTok,Saturday,5,Carousel,Lifestyle,47,7,0.298,No,113642,3,8.681,-0.537,1,45.581
LinkedIn,Friday,2,Long Video,Behind the Scenes,270,2,-0.385,Yes,12620,118,26.243,-0.047,0,31.935
Instagram,Thursday,0,Short Video,Community,177,6,0.438,No,4460,97,8.199,-0.129,0,43.23
Facebook,Wednesday,21,Carousel,Community,153,2,0.421,Yes,8241,110,6.586,-0.017,0,37.749
TikTok,Monday,6,Long Video,Product,76,7,0.223,No,5158,96,20.82,0.675,1,44.901
Instagram,Friday,2,Short Video,Lifestyle,78,12,0.096,Yes,15233,101,45.0,0.089,0,70.304
Facebook,Saturday,23,Short Video,Lifestyle,229,4,0.339,No,37060,88,13.843,0.239,0,42.971
TikTok,Monday,2,Carousel,Lifestyle,150,7,-0.678,Yes,21135,66,17.083,0.238,0,51.491
Facebook,Tuesday,5,Text,Lifestyle,307,2,0.312,No,2869,67,1.933,-0.255,0,16.426
Facebook,Sunday,7,Image,Entertainment,45,3,-0.171,No,5881,131,13.994,0.059,0,36.644
Instagram,Sunday,18,Text,Education,122,3,-0.07,Yes,693,69,18.916,0.524,0,36.226
Instagram,Friday,14,Short Video,Product,22,1,0.588,Yes,24801,93,16.542,0.186,0,45.441
LinkedIn,Thursday,15,Text,Product,135,5,0.715,Yes,24284,24,17.412,-0.289,0,42.296
TikTok,Monday,17,Text,Product,196,2,0.704,No,9850,112,12.449,0.16,0,38.272
TikTok,Sunday,12,Image,Entertainment,185,6,0.493,No,32611,74,27.685,-0.306,0,45.179
Instagram,Thursday,4,Carousel,Education,167,1,0.357,Yes,26110,53,9.805,0.165,0,48.517
TikTok,Monday,2,Short Video,Behind the Scenes,75,4,0.429,Yes,5112,63,31.363,0.09,0,78.416
Facebook,Wednesday,4,Image,Lifestyle,47,5,0.658,No,6111,71,16.521,-0.061,0,41.752
X,Saturday,3,Short Video,Entertainment,77,9,0.301,Yes,25182,130,7.199,0.127,0,43.837
Facebook,Sunday,5,Carousel,Lifestyle,177,2,0.336,Yes,25903,65,16.674,0.085,0,33.832
Facebook,Friday,10,Text,Education,217,7,0.542,Yes,773,44,22.409,0.257,0,31.084
TikTok,Monday,21,Image,Behind the Scenes,40,9,0.087,No,149328,31,10.061,0.353,0,55.761
Facebook,Tuesday,10,Image,Community,247,6,0.365,Yes,12007,134,10.271,-0.143,0,47.577
LinkedIn,Wednesday,11,Short Video,Community,238,5,-0.115,Yes,8994,133,13.883,0.075,0,48.802
Instagram,Saturday,6,Image,Community,143,7,0.134,Yes,7740,55,11.32,-0.038,0,48.752
LinkedIn,Saturday,19,Long Video,Behind the Scenes,135,4,0.574,No,7747,21,2.812,0.17,0,43.214
Instagram,Saturday,22,Image,Product,60,1,0.268,Yes,52867,99,8.377,0.055,0,29.17
Instagram,Tuesday,20,Short Video,Lifestyle,186,7,0.234,No,58842,11,6.173,0.197,0,52.46
Instagram,Wednesday,23,Carousel,Education,111,2,-0.361,No,2889,82,19.979,0.086,0,42.317
Instagram,Wednesday,15,Text,Education,47,3,0.514,No,6144,80,20.146,0.082,0,39.353
Instagram,Saturday,12,Text,Lifestyle,94,3,0.41,Yes,260887,117,28.021,0.143,1,60.89
Instagram,Saturday,10,Long Video,Community,41,4,-0.214,Yes,2079,44,22.61,0.198,0,47.159
Instagram,Monday,12,Carousel,Lifestyle,276,4,-0.38,No,2075,127,9.475,-0.003,0,42.975
Instagram,Friday,22,Carousel,Lifestyle,199,4,0.277,Yes,1699,79,20.712,-0.198,0,32.588
Instagram,Wednesday,15,Image,Behind the Scenes,48,1,0.261,Yes,43426,74,28.037,-0.025,0,47.425
TikTok,Wednesday,3,Text,Product,150,3,0.583,Yes,15729,134,22.656,0.289,1,59.642
LinkedIn,Thursday,10,Text,Behind the Scenes,170,7,-0.435,No,14093,55,31.086,0.082,1,73.036
Facebook,Thursday,4,Image,Community,90,5,-0.401,Yes,3035,10,31.632,-0.126,0,46.495
Instagram,Sunday,18,Short Video,Product,69,7,-0.144,Yes,6681,127,45.0,0.036,0,78.841
TikTok,Thursday,11,Short Video,Product,57,5,0.226,Yes,55518,7,14.897,0.169,0,59.159
TikTok,Saturday,7,Short Video,Community,113,6,0.374,Yes,16933,4,12.633,0.144,0,63.918
Instagram,Sunday,6,Short Video,Community,140,5,0.347,No,5121,115,26.097,-0.113,0,46.624
TikTok,Sunday,19,Short Video,Community,59,4,0.329,Yes,37244,40,4.674,0.114,0,60.529
TikTok,Friday,19,Long Video,Entertainment,173,4,-0.064,No,3648,129,22.061,0.012,0,62.091
TikTok,Sunday,5,Carousel,Entertainment,187,7,0.433,Yes,17618,56,12.166,0.287,0,50.748
LinkedIn,Friday,7,Image,Education,177,9,0.349,No,4442,94,19.677,-0.064,0,33.196
TikTok,Wednesday,23,Carousel,Entertainment,286,5,0.141,No,12805,67,27.23,-0.097,0,55.261
Instagram,Saturday,21,Image,Lifestyle,164,2,-0.144,Yes,2766,76,16.757,0.035,0,38.567
Instagram,Sunday,1,Short Video,Education,429,4,-0.539,No,11574,25,10.829,-0.191,0,18.307
X,Wednesday,18,Short Video,Product,206,7,0.218,No,2235,103,27.883,0.134,0,45.961
LinkedIn,Sunday,18,Image,Behind the Scenes,57,6,-0.273,No,2862,97,30.313,-0.614,0,30.421
Facebook,Thursday,17,Carousel,Community,217,4,0.086,Yes,22156,85,19.541,0.083,0,35.003
X,Tuesday,13,Text,Behind the Scenes,280,4,0.813,No,45215,41,28.961,0.151,0,58.086
Facebook,Friday,13,Text,Community,473,7,0.672,No,28819,125,45.0,-0.204,0,43.244
Instagram,Tuesday,16,Short Video,Behind the Scenes,281,3,0.784,No,21351,76,28.549,-0.103,0,49.545
LinkedIn,Wednesday,22,Image,Product,144,5,-0.222,No,8293,61,11.419,-0.015,0,34.299
Instagram,Thursday,10,Long Video,Lifestyle,161,3,0.964,No,31760,97,9.024,-0.088,0,41.152
Facebook,Thursday,21,Image,Community,122,9,0.085,No,8217,39,40.224,0.152,0,44.656
TikTok,Monday,0,Text,Product,225,4,0.506,Yes,136567,29,11.444,-0.117,0,42.866
Instagram,Tuesday,5,Short Video,Product,232,3,0.694,No,131742,58,42.288,-0.05,0,68.11
Instagram,Monday,22,Image,Behind the Scenes,244,3,0.6,No,31214,29,28.41,-0.088,0,40.305
TikTok,Friday,0,Image,Entertainment,315,7,0.552,Yes,14763,109,9.744,-0.326,0,32.12
Facebook,Sunday,1,Short Video,Education,44,5,-0.014,No,2685,83,7.564,-0.109,0,32.183
Instagram,Friday,20,Image,Community,143,6,-0.16,No,4992,22,6.724,-0.217,0,30.861
Instagram,Thursday,14,Short Video,Community,432,7,-0.045,No,10624,113,20.616,-0.196,1,26.9
TikTok,Saturday,0,Image,Product,118,7,-0.095,Yes,1804,15,17.819,0.061,0,39.332
LinkedIn,Monday,3,Text,Education,102,1,-0.231,No,12488,57,8.621,0.124,0,31.41
LinkedIn,Monday,15,Long Video,Product,139,7,0.45,Yes,7000,21,5.722,-0.008,0,23.775
Facebook,Sunday,3,Image,Lifestyle,200,4,0.307,No,2322,127,18.552,0.182,0,38.124
TikTok,Sunday,19,Short Video,Community,244,2,0.299,No,122812,60,44.049,-0.282,0,90.182
TikTok,Thursday,0,Short Video,Entertainment,146,4,0.54,Yes,12394,118,23.036,-0.315,1,75.134
Instagram,Monday,0,Image,Education,142,6,0.147,No,11262,115,14.393,-0.251,0,17.115
Instagram,Tuesday,0,Short Video,Community,80,6,0.314,Yes,14164,143,36.996,-0.103,0,64.556
Instagram,Saturday,5,Carousel,Entertainment,94,5,0.043,Yes,20975,105,15.972,0.094,0,55.221
X,Tuesday,22,Image,Lifestyle,139,6,0.104,Yes,4349,118,43.012,0.166,0,67.083
TikTok,Friday,19,Text,Community,152,2,0.375,Yes,5057,101,24.994,-0.007,0,57.512
Instagram,Saturday,4,Image,Lifestyle,220,2,0.547,Yes,15841,91,2.519,-0.128,0,36.384
Facebook,Wednesday,17,Short Video,Entertainment,83,6,0.319,Yes,5214,8,20.55,-0.058,0,57.179
Instagram,Thursday,20,Text,Education,199,9,0.095,Yes,4669,32,31.584,-0.152,0,57.012
TikTok,Sunday,6,Image,Entertainment,213,5,0.318,Yes,22606,111,14.401,0.044,0,55.945
Facebook,Sunday,8,Image,Education,442,3,0.285,No,125311,50,16.719,-0.57,0,7.533
LinkedIn,Thursday,7,Short Video,Behind the Scenes,217,3,0.103,No,18000,144,11.8,0.3,0,69.227
LinkedIn,Tuesday,8,Short Video,Entertainment,77,6,-0.121,Yes,11571,36,33.027,0.104,0,63.417
X,Monday,22,Long Video,Behind the Scenes,69,4,0.464,No,23612,38,10.987,-0.159,0,24.177
Instagram,Tuesday,8,Short Video,Lifestyle,61,7,0.891,No,5420,90,31.525,-0.283,0,64.623
Facebook,Thursday,3,Text,Lifestyle,75,4,0.351,No,3392,128,10.674,0.24,0,41.53
X,Sunday,2,Image,Education,76,4,-0.021,Yes,6624,59,17.038,0.03,0,41.831
TikTok,Thursday,11,Short Video,Education,57,5,-0.058,No,26299,131,23.079,-0.024,0,62.982
LinkedIn,Sunday,14,Text,Entertainment,40,4,-0.218,No,108120,138,37.837,-0.194,0,65.331
X,Saturday,9,Image,Community,117,9,0.672,Yes,790,108,12.658,-0.487,0,8.987
Facebook,Monday,13,Short Video,Behind the Scenes,49,6,0.379,Yes,17909,54,19.396,-0.103,0,46.915
Instagram,Wednesday,12,Carousel,Community,19,5,0.642,Yes,8438,77,18.457,-0.04,0,56.954
Instagram,Friday,13,Short Video,Entertainment,127,3,0.711,Yes,110355,68,9.224,-0.205,0,60.342
Facebook,Monday,10,Image,Lifestyle,67,7,0.49,No,61707,17,35.821,0.105,0,56.843
X,Monday,12,Short Video,Entertainment,206,10,0.088,No,23972,5,12.909,-0.093,0,41.486
Instagram,Wednesday,4,Short Video,Community,57,4,0.892,No,13539,80,16.641,-0.116,0,51.198
TikTok,Sunday,4,Short Video,Behind the Scenes,243,11,-0.052,Yes,10214,26,26.532,-0.432,0,65.695
Instagram,Friday,19,Image,Education,230,8,0.239,No,9659,14,12.389,-0.103,0,39.579
TikTok,Thursday,20,Carousel,Education,182,7,-0.035,Yes,1883,110,24.764,0.05,0,51.866
LinkedIn,Thursday,14,Short Video,Lifestyle,97,1,0.189,Yes,4580,56,42.917,-0.004,0,56.665
TikTok,Thursday,3,Short Video,Behind the Scenes,27,1,0.346,Yes,8790,111,16.983,0.069,0,60.771
Facebook,Saturday,13,Text,Education,190,5,0.381,No,13482,98,5.411,-0.154,0,11.148
Facebook,Wednesday,5,Image,Entertainment,71,4,0.461,Yes,10339,129,26.607,-0.028,0,43.878
Facebook,Tuesday,22,Text,Behind the Scenes,230,2,-0.831,Yes,6023,126,25.123,-0.102,0,26.272
Facebook,Tuesday,7,Text,Lifestyle,54,4,-0.608,No,14206,56,21.514,0.004,0,33.221
Instagram,Thursday,16,Carousel,Lifestyle,80,4,0.722,Yes,129740,103,22.619,0.218,0,60.361
Instagram,Tuesday,20,Short Video,Community,214,4,0.9,Yes,41282,144,3.181,-0.079,0,53.464
LinkedIn,Sunday,10,Image,Entertainment,118,5,0.07,Yes,45708,75,31.508,-0.163,0,51.301
TikTok,Friday,10,Short Video,Entertainment,101,7,0.731,Yes,28093,48,30.217,0.13,0,78.117
TikTok,Wednesday,19,Long Video,Education,171,2,0.214,No,117418,13,29.555,-0.036,0,68.583
TikTok,Tuesday,20,Image,Behind the Scenes,212,7,0.384,No,10945,50,13.452,0.498,0,39.816
Facebook,Thursday,21,Text,Education,62,2,0.598,Yes,53564,2,18.855,-0.091,0,54.834
Instagram,Sunday,22,Short Video,Product,121,4,0.774,Yes,13719,22,24.856,-0.194,0,44.418
Facebook,Sunday,4,Short Video,Education,82,9,0.673,No,325,137,13.064,0.514,0,39.421
Instagram,Thursday,2,Short Video,Community,241,5,-0.57,Yes,16057,112,28.332,-0.26,0,41.669
X,Tuesday,9,Image,Lifestyle,27,2,-0.161,Yes,15444,5,9.897,-0.067,0,21.835
Facebook,Monday,17,Carousel,Entertainment,111,4,0.453,Yes,609,85,31.129,0.318,0,50.031
LinkedIn,Friday,17,Short Video,Entertainment,132,5,0.167,Yes,5340,32,15.058,-0.345,1,43.557
LinkedIn,Friday,12,Carousel,Community,68,3,0.332,No,18561,99,18.739,-0.408,0,47.309
LinkedIn,Wednesday,16,Short Video,Community,181,7,-0.007,Yes,2110,123,23.15,-0.164,0,47.924
TikTok,Sunday,16,Image,Product,111,2,-0.132,Yes,11020,24,18.573,0.042,0,53.624
Instagram,Monday,4,Short Video,Product,176,3,0.027,No,14096,95,13.089,-0.56,0,17.791
X,Wednesday,18,Short Video,Product,252,2,0.487,Yes,28801,120,27.287,-0.061,0,57.041
X,Saturday,11,Text,Behind the Scenes,48,8,0.6,Yes,59329,2,38.524,-0.088,0,65.642
X,Tuesday,10,Short Video,Lifestyle,15,5,0.02,Yes,860,68,35.499,-0.013,0,40.808
X,Tuesday,10,Image,Community,164,4,0.171,Yes,31157,28,15.898,0.123,0,38.489
Facebook,Saturday,16,Long Video,Education,113,4,0.372,No,55825,58,17.21,0.128,0,48.43
Facebook,Sunday,6,Text,Community,38,5,0.279,Yes,1575,42,20.499,0.213,0,40.142
LinkedIn,Tuesday,17,Short Video,Behind the Scenes,233,7,-0.027,No,1682,70,12.089,0.114,0,44.11
Instagram,Wednesday,6,Carousel,Entertainment,82,3,0.211,No,19585,107,7.748,-0.227,0,45.315
LinkedIn,Sunday,19,Short Video,Entertainment,342,9,-0.009,No,1009,114,8.9,0.072,0,46.006
LinkedIn,Tuesday,15,Text,Lifestyle,203,3,0.628,Yes,5771,11,8.745,-0.142,0,40.747
Facebook,Monday,2,Image,Product,112,5,0.356,Yes,13699,129,23.566,-0.118,0,49.477
TikTok,Tuesday,19,Image,Behind the Scenes,50,1,0.439,Yes,30309,50,41.976,-0.454,0,73.182
Facebook,Thursday,4,Text,Lifestyle,60,3,-0.532,Yes,2201,56,28.901,-0.216,0,43.38
X,Saturday,21,Image,Community,96,7,0.278,No,2492,63,18.571,-0.067,0,43.298
Instagram,Thursday,9,Short Video,Lifestyle,218,1,0.584,No,5637,18,13.787,0.143,0,36.148
TikTok,Wednesday,0,Text,Product,81,5,-0.108,No,27398,94,34.844,-0.405,0,42.205
Facebook,Saturday,3,Image,Entertainment,235,5,-0.248,Yes,3802,47,8.683,0.328,0,37.401
LinkedIn,Tuesday,7,Text,Product,112,8,0.864,Yes,11603,25,11.522,0.028,0,48.015
Facebook,Wednesday,15,Long Video,Behind the Scenes,212,5,0.905,No,15754,46,26.566,0.085,0,46.981
Facebook,Tuesday,17,Short Video,Lifestyle,61,3,0.519,Yes,5529,80,38.835,0.161,0,60.151
Instagram,Monday,17,Short Video,Behind the Scenes,67,6,0.295,No,5708,117,45.0,-0.346,0,62.335
TikTok,Friday,13,Image,Behind the Scenes,127,4,0.414,Yes,2688,86,25.053,-0.099,0,39.787
X,Sunday,16,Short Video,Product,116,3,0.382,Yes,16432,108,16.402,-0.195,0,51.319
TikTok,Tuesday,21,Image,Behind the Scenes,187,10,-0.008,No,15914,46,11.656,0.142,0,42.274
TikTok,Monday,3,Carousel,Behind the Scenes,14,2,-0.258,No,16254,23,25.72,-0.042,0,54.027
TikTok,Sunday,22,Short Video,Community,58,3,0.645,Yes,4665,131,3.455,0.056,0,51.533
TikTok,Monday,23,Text,Behind the Scenes,108,6,0.533,Yes,24004,88,10.831,0.309,0,48.584
TikTok,Monday,3,Image,Behind the Scenes,375,7,-0.03,No,587,40,30.042,-0.469,0,21.567
LinkedIn,Saturday,7,Image,Entertainment,87,4,-0.205,Yes,26230,133,10.389,-0.044,0,39.515
TikTok,Tuesday,2,Image,Community,231,5,0.825,No,64593,110,23.867,0.096,0,56.598
Facebook,Sunday,16,Long Video,Lifestyle,97,8,-0.275,Yes,3632,119,34.457,0.341,1,65.36
TikTok,Thursday,14,Carousel,Community,35,3,0.502,Yes,6580,78,27.786,-0.219,0,63.592
X,Friday,7,Image,Education,102,4,0.376,Yes,111042,120,12.783,-0.138,0,50.797
Instagram,Tuesday,11,Long Video,Product,96,5,0.551,No,2433,113,6.767,-0.183,0,18.08
Instagram,Tuesday,2,Image,Product,164,7,0.03,Yes,7415,95,0.359,-0.164,0,22.946
TikTok,Saturday,6,Short Video,Lifestyle,88,6,0.338,Yes,22992,127,15.041,0.234,0,65.223
X,Thursday,3,Short Video,Behind the Scenes,79,7,0.064,Yes,101094,123,14.09,0.01,1,49.915
LinkedIn,Sunday,6,Text,Lifestyle,148,6,-0.514,Yes,42685,104,29.563,-0.111,1,65.016
Facebook,Sunday,1,Carousel,Product,145,2,0.34,No,14381,125,7.596,0.088,0,37.669
TikTok,Friday,15,Short Video,Lifestyle,219,3,0.237,Yes,2278,67,6.31,-0.051,0,54.986
TikTok,Saturday,4,Image,Product,40,1,0.268,Yes,5837,143,44.101,-0.014,0,75.188
X,Saturday,5,Short Video,Product,132,5,0.251,Yes,2190,112,18.218,0.013,0,48.55
TikTok,Friday,0,Carousel,Product,79,8,0.293,Yes,22158,70,30.142,-0.276,0,42.668
LinkedIn,Saturday,2,Carousel,Product,352,4,-0.168,No,19559,22,18.229,0.164,1,47.141
LinkedIn,Monday,17,Text,Behind the Scenes,51,8,0.075,No,18542,21,31.011,-0.119,0,36.456
Facebook,Tuesday,21,Short Video,Entertainment,15,4,0.017,Yes,23541,125,20.032,0.263,0,53.45
Instagram,Thursday,10,Short Video,Education,211,4,0.86,Yes,44755,20,41.898,0.429,0,83.172
Instagram,Monday,16,Image,Lifestyle,106,2,0.631,Yes,73176,103,22.75,-0.151,0,38.912
Instagram,Thursday,18,Short Video,Behind the Scenes,134,8,0.247,Yes,3848,65,32.484,0.094,0,76.331
X,Friday,20,Short Video,Lifestyle,111,3,-0.306,No,15095,26,10.791,0.064,0,42.95
LinkedIn,Wednesday,1,Short Video,Lifestyle,93,8,0.46,No,4640,26,15.267,-0.115,0,36.193
TikTok,Sunday,4,Short Video,Product,298,3,0.141,Yes,12279,141,12.229,-0.026,0,58.308
X,Sunday,6,Long Video,Behind the Scenes,85,4,0.053,No,1312,8,22.18,-0.002,0,38.958
Instagram,Saturday,3,Carousel,Education,45,9,0.061,Yes,9723,11,16.967,0.019,0,56.208
Instagram,Friday,19,Text,Product,160,4,0.209,No,27264,74,23.541,0.09,0,53.028
Instagram,Friday,17,Carousel,Community,66,2,0.694,Yes,3019,88,43.978,-0.076,0,60.327
X,Friday,0,Short Video,Lifestyle,150,7,0.047,Yes,2603,100,45.0,-0.098,0,60.34
Instagram,Monday,10,Carousel,Behind the Scenes,83,4,-0.276,Yes,9416,128,19.768,0.055,0,42.274
Instagram,Sunday,14,Text,Product,17,4,0.714,Yes,3003,55,19.592,-0.153,0,34.498
Instagram,Saturday,22,Carousel,Entertainment,108,5,0.177,Yes,3841,36,31.137,-0.02,0,69.648
TikTok,Wednesday,15,Image,Lifestyle,131,3,0.521,Yes,4095,74,12.146,0.137,0,43.71
TikTok,Friday,19,Text,Behind the Scenes,297,7,0.645,Yes,6662,63,18.062,0.22,1,65.902
Instagram,Wednesday,16,Carousel,Behind the Scenes,108,5,-0.191,Yes,5764,77,9.407,0.123,0,38.141
LinkedIn,Sunday,7,Text,Entertainment,63,5,0.423,Yes,7389,84,34.553,-0.148,0,47.311
X,Thursday,23,Text,Lifestyle,90,10,0.356,No,6783,20,23.907,-0.129,0,34.164
TikTok,Friday,20,Short Video,Education,147,9,-0.397,Yes,19128,129,10.229,0.005,0,47.827
X,Tuesday,4,Carousel,Education,102,3,-0.082,Yes,19591,66,20.841,0.347,1,63.28
LinkedIn,Monday,2,Image,Community,300,5,0.984,Yes,787,92,14.324,0.198,0,46.409
X,Sunday,18,Image,Product,59,4,0.431,Yes,17889,131,18.29,0.068,1,48.829
Instagram,Friday,0,Text,Behind the Scenes,51,7,0.063,No,1805,60,41.708,0.47,1,60.184
LinkedIn,Friday,18,Carousel,Education,136,5,0.642,Yes,3577,94,44.099,0.302,0,74.686
Facebook,Wednesday,8,Image,Behind the Scenes,484,3,-0.195,No,10108,30,28.294,-0.561,0,20.533
Instagram,Friday,6,Image,Product,87,3,0.696,Yes,9706,122,15.8,0.248,0,32.563
LinkedIn,Wednesday,23,Short Video,Education,381,10,0.312,Yes,968,39,11.247,-0.19,0,29.52
Instagram,Friday,8,Short Video,Product,258,3,0.065,No,6322,41,13.425,-0.235,0,26.811
LinkedIn,Friday,15,Short Video,Education,168,4,-0.418,Yes,14453,138,38.993,0.632,1,75.554
Facebook,Tuesday,9,Text,Behind the Scenes,34,5,0.267,Yes,691,96,16.809,-0.174,0,31.487
TikTok,Sunday,14,Image,Behind the Scenes,136,1,0.496,No,316,88,17.882,0.041,0,31.866
Instagram,Sunday,16,Carousel,Entertainment,170,6,0.327,No,208825,73,18.535,-0.101,1,70.744
X,Saturday,11,Short Video,Entertainment,124,3,0.8,No,32144,80,45.0,-0.0,1,82.566
Instagram,Monday,0,Image,Education,97,8,0.157,Yes,53024,112,30.932,-0.353,0,44.935
LinkedIn,Monday,0,Carousel,Entertainment,149,7,-0.469,Yes,9382,76,11.136,0.074,1,40.67
Facebook,Saturday,12,Long Video,Product,58,4,0.227,No,40681,119,45.0,-0.5,0,48.317
Instagram,Tuesday,11,Image,Behind the Scenes,183,6,0.216,No,100314,73,17.728,0.117,0,56.902
Facebook,Sunday,0,Text,Entertainment,48,5,-0.29,Yes,14921,48,34.33,0.297,0,47.827
X,Wednesday,16,Long Video,Entertainment,29,5,0.358,No,2109,31,39.536,0.052,0,53.097
X,Tuesday,10,Carousel,Entertainment,118,6,0.385,Yes,3197,43,11.233,-0.077,0,50.255
